word,total_count,categories
libblkid1,1,has_digit
libblkid,1,plain
dudekiller,1,plain
dudek,1,plain
dudeincles,1,plain
dudeicles,1,plain
dudeeee34,1,has_digit
dudeeee,1,plain
dudeee34,1,has_digit
dudee,1,plain
dude1,1,has_digit
duddu,1,plain
duddle,1,plain
duddee,1,plain
dudde,1,plain
libblapack,1,plain
libcdda0,1,has_digit
libcdda,1,plain
libccp,1,plain
libcario,1,plain
libcapi20,1,has_digit
libcapi,1,plain
libcap2,1,has_digit
libcanberra,1,plain
libcal,1,plain
libcaca0,1,mismatch_has_digit
libc5,1,has_digit
libc's,1,mismatch_plain
libburn0,1,has_digit
libbluez2,1,has_digit
libbluez,1,plain
libbluetooth2,1,has_digit
libchamplain,1,plain
libcgic,1,mismatch_plain
libcgi,1,mismatch_plain
libcdparanoia0,1,has_digit
dudaç,1,latin_extended
dud1,1,has_digit
ductwork,1,plain
ductape,1,plain
duckydan,1,plain
duckxor,1,mismatch_plain
duckx0r,1,has_digit
duckhunt,1,plain
duckduckngo,1,plain
libcdparanoia,1,plain
libcdio,1,plain
libcdev,1,plain
libcrypt,1,plain
libcroco3,1,has_digit
libcroco,1,plain
libcore,1,plain
libconf,1,plain
libcompress,1,plain
libcomposite,1,plain
libcompizconfig0,1,has_digit
libcnbj,1,plain
libcm,1,plain
libclass,1,mismatch_plain
libclang,1,plain
libclan2,1,mismatch_has_digit
libclan,1,mismatch_plain
libclamav1,1,has_digit
libchm,1,plain
duckduckgo'd,1,plain
duch,1,mismatch_plain
ducated,1,plain
dubz,1,mismatch_plain
dubuntu,1,mismatch_plain
dubsystem,1,plain
dubplication,1,plain
dubm,1,mismatch_plain
dublle,1,mismatch_plain
libcupssys2,1,has_digit
libcupssys,1,plain
libcupsimage2,1,has_digit
libcupsimage,1,plain
libcups,1,plain
libcubuntu,1,plain
libcsfml,1,mismatch_plain
libdebil,1,plain
libdca0,1,has_digit
libdca,1,plain
libdc1394,1,has_digit
libdc,1,plain
libdbx,1,mismatch_plain
libdbug,1,plain
libdbd,1,plain
libdb1,1,has_digit
libd,1,plain
libcvss2,1,has_digit
libcvss,1,plain
libcvaux,1,plain
libcurlz,1,plain
libcurl2,1,has_digit
duckduckgoing,1,plain
libdeveread3,1,has_digit
libdeveread,1,plain
dublisk,1,plain
dubles,1,plain
dubleclick,1,mismatch_plain
dubius,1,plain
dubios,1,plain
dubbleclick,1,plain
dubberl,1,mismatch_plain
dubbaya,1,plain
dubayu,1,mismatch_plain
dubandy,1,plain
duaneb,1,plain
libdecoration0,1,has_digit
libdecoration,1,plain
libdebil1c2,1,has_digit
libdnssd,1,plain
libdns50,1,has_digit
libdns,1,plain
libdnla0,1,has_digit
libdnla,1,plain
libdnet,1,plain
libdmx1,1,mismatch_has_digit
libdmx,1,mismatch_plain
libdl,1,plain
libdix4inux,1,mismatch_has_digit
libdix,1,mismatch_plain
libdivxdecore0,1,has_digit
libdivxdecore,1,plain
libdir,1,plain
libdf,1,mismatch_plain
libdevil1c2,1,has_digit
libdv4,1,has_digit
libdv,1,plain
dualscreens,1,plain
dualsata2,1,has_digit
dualsata,1,plain
dualpost,1,mismatch_plain
dualpoint,1,mismatch_plain
dualpix,1,plain
dualos,1,mismatch_plain
dualmonitortroub,1,plain
dualm,1,mismatch_plain
duallhead,1,mismatch_plain
libdumbnet,1,plain
libdrm2,1,has_digit
libdpstk,1,plain
libdnssd1,1,has_digit
libdvdvcss2,1,has_digit
libdvdvcss,1,plain
libdvdss,1,plain
libdvdread3and,1,has_digit
libdvdrea,1,plain
libdvdp,1,mismatch_plain
libdvddcss,1,plain
libdvdcss4,1,has_digit
libdvdcss23,1,has_digit
libdvdcss0,1,has_digit
libdvdcs2,1,has_digit
libdvd3,1,has_digit
libdvd2css,1,has_digit
libdvd2,1,has_digit
libdvbpsi4,1,has_digit
libdvbpsi,1,plain
libepub,1,plain
libept,1,plain
libenca0,1,has_digit
libenca,1,plain
libedataserver,1,plain
libed,1,mismatch_plain
libecd,1,plain
libecal1,1,has_digit
libebook1,1,has_digit
libebook,1,plain
libebml0,1,has_digit
libebml,1,plain
libe,1,plain
libdyn,1,plain
libdvread3,1,has_digit
libdvread,1,plain
libervisco,1,plain
libertei,1,plain
libert,1,mismatch_plain
libernix,1,plain
dualing,1,plain
dualheads,1,plain
dualheaded,1,plain
dualhea,1,mismatch_plain
dualchannel,1,plain
dualbut,1,plain
dualbot,1,plain
dualboots,1,plain
dualblader,1,plain
duak,1,plain
duaghter,1,plain
libere,1,plain
dtried,1,plain
dtrick,1,plain
libfalc7,1,has_digit
libfalc,1,plain
libextractor,1,plain
libexpact,1,plain
libexo0,1,mismatch_has_digit
libexerces26c2,1,has_digit
libexerces,1,plain
libevview3,1,has_digit
libevview,1,plain
libevdocument3,1,has_digit
libevdocument,1,plain
libetpan,1,plain
libesdout,1,plain
libesane,1,plain
libffac,1,plain
libfbml,1,plain
libfam0,1,has_digit
du2,1,has_digit
dtyronepolleri,1,plain
dtv1000,1,mismatch_has_digit
dtv,1,mismatch_plain
dtst,1,plain
dtspc,1,plain
dtruss,1,plain
dtrostis,1,plain
dtro,1,plain
dtrl,1,plain
dtrixed,1,plain
dtriver,1,mismatch_plain
dtrive,1,plain
1293rce,1,has_digit
12927108,1,has_digit
dtree,1,plain
dtrask,1,plain
dtrainer,1,plain
dtrabes,1,plain
dtr,1,mismatch_plain
dtotem,1,plain
dtostrf,1,plain
dtopsb,1,plain
dtoole,1,mismatch_plain
libflash0,1,has_digit
libfftw,1,plain
libffi4,1,has_digit
libffi,1,plain
libffbmeg,1,plain
libfmodex,1,plain
libfltk,1,plain
libflashsuport,1,plain
libflashsound,1,plain
libflashplayersupport,1,plain
libflashoplayer,1,plain
libflashhelp,1,plain
12f3a257,1,has_digit
12colors,1,has_digit
12c,1,has_digit
12abcdfheuisnd75,1,has_digit
1299,1,has_digit
1297rce,1,has_digit
12961,1,has_digit
1294rce,1,has_digit
1294,1,has_digit
dtoday,1,plain
dto1x,1,mismatch_has_digit
dtn,1,plain
dtm,1,plain
dtjtbv,1,plain
dtime,1,plain
dtill,1,plain
dthought,1,mismatch_plain
dth,1,plain
dtest,1,plain
dtermines,1,plain
libfoo1,1,has_digit
libfoo0,1,has_digit
libfontenc,1,plain
libfontconfi1,1,mismatch_has_digit
libfontconfi,1,mismatch_plain
libg3,1,has_digit
libg2c0,1,has_digit
libg2c,1,has_digit
libg2,1,has_digit
libg15render,1,has_digit
libg15,1,has_digit
libg1,1,has_digit
libfrpint,1,mismatch_plain
libfribidi0,1,has_digit
libfribidi,1,plain
libfreeradius2,1,has_digit
libfreeradius,1,plain
libfreebob,1,plain
libfprint,1,plain
libfox1,1,has_digit
libforms2,1,has_digit
libgearman,1,plain
libgdiplus,1,plain
libgcrypt,1,plain
libgcjwebplugin,1,plain
dtermine,1,plain
dterminal,1,mismatch_plain
dtect,1,plain
dtds,1,plain
dtart,1,plain
dtaa,1,plain
dt3k,1,mismatch_has_digit
libgccpp,1,plain
libgcalc0,1,has_digit
libgcalc,1,plain
libgc,1,mismatch_plain
libgam,1,plain
dsurround51,1,mismatch_has_digit
dsurround,1,mismatch_plain
dsurf,1,plain
dsure,1,plain
dstyrk,1,plain
dstv,1,mismatch_plain
dstuff,1,plain
dstryr,1,mismatch_plain
dstro,1,mismatch_plain
dstort'd,1,plain
dstopyian,1,plain
dstopped,1,plain
dsthunder,1,plain
libgegl,1,plain
libgecko,1,plain
libgearman4,1,has_digit
dstaduli,1,mismatch_plain
dsssl,1,plain
dsss,1,plain
dssmtp,1,plain
dssi,1,plain
dssapear,1,plain
dssa,1,plain
libgkgfx,1,plain
libgjc,1,plain
libgio2,1,has_digit
libgii0,1,has_digit
libgif,1,plain
libghoto2,1,has_digit
libghoto,1,plain
libgfxpsshar,1,plain
libgen,1,plain
dsple,1,plain
dspise,1,plain
dsp0,1,has_digit
dsox,1,mismatch_plain
dsounds,1,plain
dsont,1,plain
dsone,1,plain
dsonc,1,plain
dsomething,1,plain
libglfps,1,plain
libglashplayer,1,plain
libglademm2,1,has_digit
libglade3,1,has_digit
dstevens,1,plain
dstd,1,plain
dstadulis,1,plain
libgpg,1,plain
libgnutls11,1,mismatch_has_digit
libgnutls10,1,has_digit
libgnutils,1,plain
libgnucrypt7,1,has_digit
libgnucrypt,1,plain
libgnomeprint,1,plain
libgnashplugin,1,plain
libgmp3,1,mismatch_has_digit
libgmodule,1,plain
libgme0,1,has_digit
libgme,1,plain
libglu,1,plain
dsq,1,plain
dsprc,1,mismatch_plain
dspoooooooooooooooooooooooooooooooga,1,plain
libgpupetexgl,1,plain
libgptsblmsui11,1,has_digit
libgptsblmsui,1,plain
libgpod0,1,has_digit
libgphoto2sharp,1,has_digit
dsome,1,plain
dsols,1,plain
dsohkoilsn,1,plain
dsoftware,1,plain
dsnynders,1,plain
dsnydners,1,plain
dsnoop's,1,plain
dsno,1,plain
dsn's,1,mismatch_plain
libgphot2,1,has_digit
libgphot,1,plain
libgtkglext,1,plain
libgstremer,1,plain
dsmsg,1,mismatch_plain
dsmesg,1,mismatch_plain
dsmer,1,plain
dsmeg,1,plain
dslv,1,plain
dslink,1,plain
dslextreme,1,plain
libgsm1,1,has_digit
libgsm,1,plain
libgsl0,1,mismatch_has_digit
libgsl,1,mismatch_plain
libgraphics,1,plain
libgraph,1,plain
libgpupetexgl2,1,has_digit
libical,1,plain
libhx,1,plain
libhtml,1,plain
libhpi,1,plain
libhighgui,1,plain
libgucharmap4,1,mismatch_has_digit
libgucharmap,1,mismatch_plain
libgtksourceview2,1,has_digit
libgtksomething,1,plain
libgtkpod,1,mismatch_plain
libgtkpeer,1,plain
libgtkmathview,1,plain
libgtkhx,1,plain
libgtkhtml3,1,mismatch_has_digit
libgtkhtml2,1,mismatch_has_digit
libgtkglext1,1,has_digit
dsl300t,1,has_digit
dskspce,1,plain
dsklf,1,plain
dskfjas'dfja,1,plain
dskchk,1,plain
dsjkn,1,plain
dsitro,1,mismatch_plain
dsitribution,1,plain
dsitor,1,plain
dsite,1,plain
dsimon,1,plain
dsicover,1,plain
libicu44,1,has_digit
libicu40,1,has_digit
libiconv,1,plain
libice,1,plain
libisccfg,1,plain
libisccc50,1,has_digit
libisccc,1,plain
libisc50,1,has_digit
libisc,1,plain
libircclient,1,plain
libipw,1,mismatch_plain
libiphone,1,plain
libiniconf4,1,has_digit
libiniconf,1,plain
libingdaylight,1,plain
libindicator3,1,has_digit
libindicator,1,plain
libindicate,1,plain
libimobiledevice0,1,has_digit
libid3,1,has_digit
libjpg,1,plain
libjingle,1,plain
libjcj,1,plain
dsic,1,plain
dshsdh,1,plain
dshould,1,plain
dshot,1,plain
dsherperd,1,plain
dsheper1,1,has_digit
dsheper,1,plain
dshep,1,mismatch_plain
dshaw,1,plain
dshade,1,plain
libjackasyn0,1,has_digit
libjackasyn,1,plain
libisccfg50,1,has_digit
libkonq4,1,has_digit
libkonq,1,plain
libkemoticons,1,mismatch_plain
libkdegames1,1,has_digit
libkdegames,1,plain
libkdb5,1,has_digit
libkdb,1,plain
libkcddb1,1,has_digit
libkcddb,1,plain
libk3bmp3,1,has_digit
libk3b6,1,has_digit
libk3b3,1,has_digit
libk3b,1,has_digit
libk2,1,has_digit
libk1,1,has_digit
libjvm,1,plain
dsfagreg,1,plain
libktnef,1,plain
libktk2,1,has_digit
libktk,1,plain
libksieve0,1,has_digit
libksieve,1,plain
libkscan1,1,has_digit
libkscan,1,plain
libkrb53,1,mismatch_has_digit
libkrb,1,mismatch_plain
libkpimidentities1,1,has_digit
libkpimidentities,1,plain
libkpimexchange1,1,has_digit
libkpimexchange,1,plain
libkontactinterface4,1,has_digit
libkontactinterface,1,plain
libkwalletbackend,1,plain
libktnef1,1,has_digit
dsfsf,1,plain
dsfs,1,plain
dsfpiy,1,plain
dsfopje,1,plain
dsfkjsdfksdf,1,plain
dsfj,1,plain
dsfgsdf,1,plain
dsfgs,1,plain
dsfgh,1,plain
dsfg,1,plain
dsff,1,plain
dsfdsfzasf,1,plain
dsfdsfdsgf,1,plain
dsfdsf,1,plain
libm17n,1,has_digit
liblve,1,plain
liblua,1,plain
libltdl,1,plain
liblpint,1,plain
libloki,1,plain
liblockfile,1,plain
liblinphonegnome0,1,has_digit
liblinphonegnome,1,plain
liblinphone0,1,has_digit
liblinphone,1,plain
liblighthouseblue,1,plain
liblaunchpadintegration,1,plain
liblauncher,1,plain
liblary,1,plain
libkwalletclient,1,plain
dsearle,1,plain
dsdude,1,plain
libmime,1,plain
libmetacity0,1,has_digit
libmetacity,1,plain
libmessaging,1,plain
libmesa1,1,has_digit
libmepg2,1,has_digit
libmepg,1,plain
libmemcache,1,plain
libmediastreamer0,1,has_digit
libmediastreamer,1,plain
libmd5,1,has_digit
libmd,1,plain
libmcrypt4,1,mismatch_has_digit
libmatroska0,1,has_digit
libmjpeg,1,plain
libmirage1,1,has_digit
libming,1,plain
dsevice,1,plain
dsesigned,1,plain
dservice,1,plain
dserodio,1,plain
dseomn,1,plain
dsenator,1,plain
dsemume,1,plain
dselect's,1,plain
dsektop,1,plain
dseklets,1,plain
dsee,1,mismatch_plain
dsecure,1,plain
dseaver,1,mismatch_plain
dsd,1,plain
dscreensaver,1,mismatch_plain
dscience,1,plain
dscf0564,1,has_digit
dscf0563,1,has_digit
dsb,1,plain
dsays,1,plain
dsathe,1,plain
dsatch,1,plain
libmng1,1,has_digit
libmng,1,plain
libmms,1,mismatch_plain
libmlt,1,plain
libmlib,1,plain
libmjpegtools0,1,has_digit
libmjpegtools,1,plain
libmysql18,1,has_digit
libmysqclient,1,plain
libmyownlib,1,plain
libmusicbrainz,1,plain
libmurrine,1,plain
libmss,1,plain
libmpg123,1,mismatch_has_digit
libmpfr,1,plain
libmpeg3hv,1,has_digit
libmpeg321,1,has_digit
libmp3123,1,has_digit
libmozjs,1,plain
libmoonloaderxpi,1,plain
libmoon,1,plain
dsdt's,1,plain
dsdeiz,1,plain
libmysqlclientxx,1,plain
dsample,1,plain
dsalmodem,1,plain
dsald,1,mismatch_plain
dsak,1,plain
dsafew,1,plain
dsafe,1,plain
dsaf,1,plain
dsaei,1,plain
dsadssd,1,plain
dsad,1,plain
dsaasds,1,mismatch_plain
ds777,1,has_digit
libmysqlclient15,1,has_digit
libmysqlclient14,1,has_digit
libmysqlclient12,1,has_digit
libnspr4,1,has_digit
libnspr,1,plain
libnr,1,plain
libnpsoplugin,1,plain
libnottify,1,plain
libnotify1,1,has_digit
libnotification,1,plain
libnoitfy,1,plain
libnids,1,plain
libnewt0,1,has_digit
libnetlink,1,plain
libncursesw5,1,has_digit
libnautilus2,1,mismatch_has_digit
libnani,1,plain
libn1,1,has_digit
libn,1,plain
libofox,1,plain
libnvidia,1,plain
libntfs5,1,has_digit
libnssckbi,1,plain
ds5ztopsidgf,1,has_digit
ds3r,1,has_digit
ds3l,1,has_digit
ds2h,1,has_digit
ds1e,1,has_digit
ds18b,1,has_digit
ds1501c,1,has_digit
ds's,1,plain
drzombie,1,plain
drzewa,1,plain
drzeus,1,plain
dryrun,1,plain
libopenssl,1,plain
libopenobex1,1,has_digit
libopenobex,1,plain
libopenjpeg,1,plain
libopengl,1,plain
libopencoreamr,1,plain
liboobs,1,plain
liboil03,1,has_digit
libogremain,1,plain
libogre14,1,has_digit
libogre,1,plain
liboggflac3,1,has_digit
liboggflac,1,plain
libofx2,1,mismatch_has_digit
libofx0c102,1,has_digit
libofx0c10,1,has_digit
dryicebomb's,1,mismatch_plain
liboxox,1,plain
libowfat,1,plain
liboverlay,1,plain
libots0,1,mismatch_has_digit
libots,1,mismatch_plain
libotr,1,plain
liboss,1,mismatch_plain
libosmesa6,1,has_digit
libosmesa,1,plain
libosipua2,1,has_digit
libosipua,1,plain
libosgsim,1,plain
libosg,1,plain
libortp0,1,has_digit
libortp,1,plain
libpar,1,plain
libpaper,1,plain
libpangoxft,1,plain
libpacp,1,plain
libpackagekit,1,plain
18588,1,mismatch_has_digit
185448,1,has_digit
184mb,1,has_digit
18471,1,has_digit
18469,1,has_digit
18453,1,has_digit
18432,1,has_digit
183mb,1,has_digit
18386,1,mismatch_has_digit
183352,1,has_digit
181mb,1,has_digit
libpciaccess0,1,has_digit
libpciaccess,1,plain
dryicebomb,1,mismatch_plain
dryg,1,plain
dryed,1,plain
drycola,1,plain
dryanta,1,plain
drx2,1,mismatch_has_digit
drx1's,1,has_digit
drwxrwxsr,1,plain
drwxrwsrwx,1,plain
drwxrwsr,1,plain
libpcapnav,1,plain
libpath,1,plain
libparted1,1,has_digit
libpar2,1,has_digit
libpolyp,1,plain
libpoker,1,plain
libpngo1,1,has_digit
libpngo,1,plain
libpng2,1,mismatch_has_digit
libplymouth,1,plain
libplot,1,mismatch_plain
libplanetapplet,1,plain
libpixmap,1,plain
libpisock8,1,has_digit
libphysfs,1,plain
libpgtcl1,1,mismatch_has_digit
libpgtcl,1,mismatch_plain
libpga,1,plain
libpdf,1,plain
libpcre0,1,has_digit
libportaudio0,1,mismatch_has_digit
libportaudio,1,mismatch_plain
libpoppler,1,plain
libpolyp0,1,has_digit
drwxrws,1,plain
drwxdr,1,mismatch_plain
drwsrwsr,1,plain
drwsrws,1,plain
drworm,1,plain
drwoning,1,plain
drwing,1,plain
drwillisi,1,plain
drwho,1,plain
drweblivecd,1,plain
drweb1,1,has_digit
drwdrwdwt,1,mismatch_plain
drvs,1,plain
drving,1,plain
drvice,1,plain
drveris,1,plain
drvc,1,plain
drv8,1,has_digit
drv2000h,1,has_digit
drv's,1,plain
libpst,1,plain
libproxy1,1,has_digit
libproxy,1,plain
libprinters,1,plain
libpri,1,plain
libpq4,1,has_digit
libpostproc51,1,mismatch_has_digit
libpostproc1d,1,mismatch_has_digit
drupin,1,plain
drupal6,1,has_digit
drupa,1,plain
drunl,1,plain
drunking,1,plain
drunkenpirate,1,plain
drunke,1,plain
drun,1,plain
drumstyk1,1,has_digit
drumstyk,1,plain
drumor,1,plain
libqtdbus,1,plain
libqt3c,1,has_digit
libqt102,1,has_digit
libpygtk,1,plain
libpurpl,1,plain
librari,1,mismatch_plain
libraray,1,plain
librarat,1,plain
librarary,1,plain
librapi2,1,has_digit
librapi,1,plain
librairy,1,plain
libra102,1,has_digit
libr1,1,has_digit
libqy3,1,has_digit
libqy,1,plain
libqtparted1,1,has_digit
libqtopengl,1,mismatch_plain
druzki,1,plain
drush,1,plain
drury,1,mismatch_plain
librecall,1,mismatch_plain
libreary,1,plain
libreaddvd3,1,has_digit
librdf,1,plain
libraw1394,1,has_digit
libraw,1,plain
libraties,1,plain
librasries,1,plain
librasqal0,1,has_digit
librasqal,1,plain
librarypath,1,plain
libraryimporting,1,plain
libraryconflict,1,plain
librariers,1,plain
librariees,1,plain
libraried,1,plain
libros,1,plain
libresolve,1,mismatch_plain
libreries,1,mismatch_plain
libreria,1,plain
drumms,1,plain
drummachine,1,plain
drumkit,1,mismatch_plain
drule,1,plain
druink,1,plain
drugsw,1,plain
drugdealer,1,plain
drugal,1,plain
druels,1,mismatch_plain
druel,1,plain
drueben,1,mismatch_plain
libreoffice3,1,has_digit
libryder,1,plain
druc,1,plain
drty,1,plain
drtivers,1,plain
drt54gst,1,has_digit
drt,1,plain
drshoggoth,1,plain
drshade,1,plain
drscheme,1,plain
drrrr,1,plain
drrr,1,plain
drrobino,1,plain
librustralia,1,plain
librsync1,1,has_digit
librsync,1,plain
librpc,1,mismatch_plain
libsilc,1,mismatch_plain
libsig,1,plain
libshh,1,plain
libsepol,1,plain
libsensors3,1,mismatch_has_digit
libselinux1,1,has_digit
libselinux,1,plain
libscsi,1,plain
libsc80s,1,has_digit
libsc70s,1,has_digit
libsc60s,1,has_digit
libsc580s,1,has_digit
libsc480s,1,has_digit
libsc40s,1,has_digit
libsc20s,1,has_digit
libsata,1,plain
libsndfile,1,plain
libsmokekde4,1,mismatch_has_digit
drrm,1,plain
drrebellion,1,plain
drrealhouse,1,plain
drrakn,1,plain
drraid,1,plain
drrabbit,1,plain
drq,1,plain
drpsin,1,plain
drpoo,1,plain
drpo0,1,mismatch_has_digit
drpo,1,mismatch_plain
libsmokekde,1,mismatch_plain
libslang,1,plain
libsimclist,1,plain
libssomethingsomething,1,plain
libssl3so,1,has_digit
libssl1,1,mismatch_has_digit
libssh2,1,has_digit
libsrc,1,plain
libsqlite0,1,has_digit
libsox,1,plain
libsound,1,plain
libsoftokn3,1,has_digit
libsoftokn,1,plain
libsock,1,plain
libsnsors3,1,mismatch_has_digit
libsnsors,1,mismatch_plain
libsnmp9,1,has_digit
libsnmp5,1,has_digit
libsnmp10,1,has_digit
libstlport4,1,mismatch_has_digit
drpenguine,1,plain
drpenguin1,1,has_digit
drp,1,plain
drowner,1,plain
drowing,1,plain
drostje,1,plain
dropup,1,mismatch_plain
droppy,1,plain
droppin,1,plain
dropknee,1,plain
dropje,1,plain
libstl,1,mismatch_plain
libstdcc,1,plain
libstb,1,plain
libstart,1,plain
libtag1c2,1,has_digit
libt,1,plain
dropety,1,plain
dropdownmenu,1,plain
dropdoan,1,mismatch_plain
dropboxes,1,plain
dropboxd,1,plain
drop'ed,1,plain
droopal,1,plain
droolz,1,plain
libswt,1,plain
libswscale2,1,has_digit
libswscale0,1,has_digit
libswidgets,1,plain
libsubversion,1,plain
libstreamer,1,plain
libtidy,1,plain
libthread,1,plain
droof,1,plain
dronic,1,plain
drome,1,plain
drole,1,plain
droipped,1,plain
droidx,1,mismatch_plain
droidwars,1,plain
droidftw,1,plain
droidbattles,1,plain
libthorea,1,plain
libtest,1,plain
libtdc,1,plain
libtar,1,plain
libtaoframework,1,plain
libtype1,1,mismatch_has_digit
libtype,1,mismatch_plain
libtwolame0,1,has_digit
libtwolame,1,plain
libtutf,1,plain
libtrash,1,plain
libtq3,1,has_digit
libtq,1,plain
libtorsocks,1,plain
libtorrent9,1,has_digit
libtorrent5,1,has_digit
libtorrent11,1,has_digit
libtorent,1,plain
libtnsa,1,plain
libtls,1,plain
libtk8,1,has_digit
libusual,1,plain
libusb64,1,has_digit
libusb32,1,has_digit
libunixprintplugin,1,plain
drogs,1,plain
drofdard,1,plain
drofdarb,1,plain
drocks,1,plain
drocko,1,plain
drobox,1,plain
droboshare,1,plain
drobos,1,plain
drobne,1,plain
drobilla,1,plain
droazen,1,plain
libudev,1,plain
drnickriviera,1,plain
drnickr,1,plain
drnec,1,plain
drn,1,plain
drmware,1,plain
drms,1,plain
drmorphia,1,plain
drmopen,1,plain
drmmed,1,plain
drmelon,1,plain
libv4lcontrol,1,has_digit
libv4l2,1,has_digit
libv411,1,has_digit
libv41,1,has_digit
libuuid1,1,has_digit
libutouch,1,mismatch_plain
libwacom,1,plain
libvpx,1,plain
libvorbisenc2,1,mismatch_has_digit
libvorbisenc,1,mismatch_plain
libvorbis0a,1,mismatch_has_digit
libvolumeid0,1,has_digit
libvolumeid,1,plain
libvlccore0,1,has_digit
libvlccore,1,plain
libvlc2,1,has_digit
libvlc0,1,has_digit
libvga,1,plain
libvert,1,plain
libvcdinfo0,1,has_digit
libvcdinfo,1,plain
drnrc,1,plain
libwrap0,1,has_digit
libwrap,1,plain
libwgtk,1,plain
libwebkit,1,plain
libwbclient,1,plain
drmcloseonce,1,plain
drmanhatten,1,plain
drmalo,1,mismatch_plain
drlite,1,plain
drlangly,1,plain
drlame,1,mismatch_plain
drlabs,1,plain
drkuha,1,plain
drksplash,1,plain
drkryu,1,plain
libwand,1,plain
libxdamage,1,plain
libxavs,1,plain
libxau,1,plain
libx6,1,has_digit
drkonqi,1,plain
drknzz,1,plain
drklunk,1,plain
drkimble,1,mismatch_plain
drkguy,1,mismatch_plain
drkevorkian,1,plain
drkate,1,plain
drj,1,plain
drizzt321,1,has_digit
drizz,1,mismatch_plain
libwvstreams4,1,has_digit
libwvstreams,1,plain
drivve,1,plain
drivrr,1,plain
drivrefuses,1,plain
drivr,1,plain
drivimng,1,plain
drivier,1,mismatch_plain
drivfer,1,plain
drivfe,1,plain
drivews,1,plain
drivets,1,plain
libxfont1,1,has_digit
libxfont,1,plain
libxfcegui,1,plain
libxfce4util2,1,has_digit
libxext6,1,has_digit
libxdamage1,1,has_digit
libxv,1,plain
libxu,1,plain
libxtf1,1,has_digit
libxtf,1,plain
libxt,1,plain
libxss1,1,has_digit
libxss,1,plain
libxsomething,1,plain
libxp,1,plain
libxmu,1,plain
libxm,1,plain
libxklavier10as,1,has_digit
libxklavier,1,plain
libxinel,1,mismatch_plain
libxi,1,plain
libxftl,1,plain
libzlib,1,plain
libzip,1,plain
libyahoo2,1,has_digit
drivess,1,plain
drivesr,1,plain
drivesm,1,plain
driveseekcomplete,1,plain
driverz,1,plain
driverwise,1,plain
driverupdates,1,plain
driverunknown,1,plain
driverts,1,plain
driversw,1,plain
driversoftware,1,plain
driversfixed,1,plain
libxv1,1,has_digit
licnese,1,plain
licnece,1,plain
licky,1,plain
lickly,1,mismatch_plain
lickley,1,mismatch_plain
licke,1,plain
lickable,1,plain
licid,1,plain
lichtie,1,plain
lich0r,1,has_digit
licensor,1,plain
licensind,1,plain
licenseing,1,plain
licenseagreement,1,plain
licening,1,plain
licenc,1,plain
liczby,1,plain
licul,1,plain
lictsih,1,mismatch_plain
driversets,1,plain
driverset,1,plain
driversare,1,plain
driverrs,1,plain
driverrrrr,1,plain
drivernamehere,1,plain
drivermodule,1,plain
driverm,1,plain
driverlist,1,plain
driverless,1,plain
driverkeres,1,plain
driverfail,1,plain
licpcap,1,plain
liegen,1,plain
liefert,1,plain
lieferea,1,plain
lieeesss,1,plain
liecense,1,plain
lieben,1,plain
lieaving,1,mismatch_plain
liead,1,plain
lidvdplay0,1,has_digit
lidvdplay,1,plain
lidvdcss2,1,has_digit
lidvdcss,1,plain
lidf,1,plain
lide30,1,has_digit
lide20,1,has_digit
lida,1,plain
driveres,1,plain
driverbugs,1,plain
driverbase,1,plain
drivename,1,plain
drivemount,1,plain
drivem,1,plain
driveletter,1,plain
driveit,1,plain
driveintalling,1,plain
drivef,1,plain
drivees,1,plain
driveers,1,plain
driveer,1,plain
driveby,1,plain
liekk,1,plain
lieka,1,plain
lifa,1,plain
liever,1,plain
lievens,1,plain
lieve,1,plain
liev,1,mismatch_plain
lieuwe,1,plain
lietrally,1,plain
lieterally,1,plain
liet,1,plain
liero,1,plain
lienwei,1,plain
lienox,1,plain
liekyl,1,plain
liekt,1,plain
lieksend,1,plain
lieks,1,plain
128c,1,mismatch_has_digit
